Building,Complete Target,Completion Status,Country,County,Description,Months,Operational Unit,Post,Raised Date,Region,Short Description,WO Complete,WO Number,WO Status,Work Type,2022,2023,Amount or Number,p.Choose Year
Newton Place,25/05/2022 07:09:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-May,Probation,BN1,11/5/2022 7:09,South,Housekeeping,11/5/2022 11:31,GEMF:10239,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Newton Place,25/05/2022 07:54:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-May,Probation,BN1,11/5/2022 7:54,South,Residential Assistant,11/5/2022 11:33,GEMF:10240,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,25/05/2022 11:07:00,Opened,United Kingdom,Shropshire,Work order reassigned to supplier,22-May,Probation,CW3,11/5/2022 11:07,West,Residential Assistant,,GEMF:10241,REASSIGNED,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,25/05/2022 11:38:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-May,Probation,BA3,11/5/2022 11:38,West,Lock up/open up,24/05/2022 08:08:41,GEMF:10242,WRKCOM,SERVICE FAILURE,451,480.315,451,451
The Shard,25/05/2022 12:45:00,Opened,United Kingdom,Cornwall,Supplier acknowledges Work Order,22-May,DoE,EX22,11/5/2022 12:45,West,Housekeeping,,GEMF:10243,ACKNOWLEDGED,SERVICE FAILURE,451,480.315,451,451
New Cut House,25/05/2022 15:44:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-May,Probation,CR3,11/5/2022 15:44,South,Residential Assistant,11/5/2022 17:07,GEMF:10246,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,25/05/2022 18:23:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,11/5/2022 18:23,West,Residential Assistant,12/5/2022 9:05,GEMF:10247,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,25/05/2022 19:17:00,Opened,United Kingdom,Shropshire,Work order reassigned to supplier,22-May,Probation,CW3,11/5/2022 19:17,West,Residential Assistant,,GEMF:10248,REASSIGNED,SERVICE FAILURE,451,480.315,451,451
Newton Place,26/05/2022 07:24:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-May,Probation,BN1,12/5/2022 7:24,South,Residential Assistant,12/5/2022 10:55,GEMF:10249,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Prime House,26/05/2022 16:05:00,Opened,United Kingdom,Essex,Supplier acknowledges Work Order,22-May,Probation,CB1,12/5/2022 16:05,East,Residential Assistant,,GEMF:10251,ACKNOWLEDGED,SERVICE FAILURE,451,480.315,451,451
Oxford Street Palace,26/05/2022 16:54:00,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-May,Probation,BR1,12/5/2022 16:54,Central,Clinical Waste,27/07/2022 09:22:52,GEMF:10252,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Newton Place,27/05/2022 05:31:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-May,Probation,BN1,13/05/2022 05:31:00,South,Residential Assistant,13/05/2022 11:06:33,GEMF:10255,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Prime House,27/05/2022 15:53:00,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-May,Probation,CB1,13/05/2022 15:53:00,East,Residential Assistant,27/05/2022 09:04:52,GEMF:10256,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,27/05/2022 21:12:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-May,Probation,CR3,13/05/2022 21:12:00,South,Residential Assistant,16/05/2022 10:21:22,GEMF:10257,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,27/05/2022 23:59:00,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-May,Probation,PO30,14/05/2022 03:50:00,South,Residential Assistant,16/05/2022 10:22:38,GEMF:10258,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,27/05/2022 23:59:00,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-May,Probation,PO30,14/05/2022 22:40:00,South,Residential Assistant,27/05/2022 10:13:57,GEMF:10260,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,27/05/2022 23:59:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,15/05/2022 19:26:00,West,Residential Assistant,16/05/2022 11:10:09,GEMF:10261,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,27/05/2022 23:59:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,15/05/2022 19:27:00,West,Residential Assistant,16/05/2022 11:16:26,GEMF:10262,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,27/05/2022 23:59:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,15/05/2022 19:29:00,West,Clinical Waste,16/05/2022 11:21:13,GEMF:10264,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,27/05/2022 23:59:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,15/05/2022 19:29:00,West,Clinical Waste,16/05/2022 11:19:22,GEMF:10263,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,30/05/2022 00:49:00,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-May,Probation,PO30,16/05/2022 00:49:00,South,Residential Assistant,16/05/2022 10:23:23,GEMF:10265,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,30/05/2022 00:50:00,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-May,Probation,PO30,16/05/2022 00:50:00,South,Residential Assistant,16/05/2022 10:24:23,GEMF:10266,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,30/05/2022 13:21:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-May,Probation,CR3,16/05/2022 13:21:00,South,Residential Assistant,16/05/2022 14:51:45,GEMF:10267,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Prime House,30/05/2022 15:53:00,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-May,Probation,CB1,16/05/2022 15:53:00,East,Housekeeping,27/05/2022 10:15:33,GEMF:10268,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Merthyr Tydfil Oldway House,31/05/2022 15:06:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,17/05/2022 15:06:00,West,Residential Assistant,30/05/2022 11:37:39,GEMF:10269,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Skara Brae,31/05/2022 18:23:00,Closed,United Kingdom,Lincolnshire,Work order completed with documents/costs,22-May,Probation,DN17,17/05/2022 18:23:00,East,Residential Assistant,30/05/2022 11:35:44,GEMF:10270,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,1/6/2022 14:39,Opened,United Kingdom,Surrey,Assigned to supplier,22-May,Probation,CR3,18/05/2022 14:39:00,South,Residential Assistant,,GEMF:10271,ASSIGNED,SERVICE FAILURE,451,480.315,451,451
Newton Place,1/6/2022 16:10,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-May,Probation,BN1,18/05/2022 16:10:00,South,Residential Assistant,31/05/2022 08:27:43,GEMF:10272,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,1/6/2022 20:18,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,18/05/2022 20:18:00,West,Residential Assistant,31/05/2022 08:22:05,GEMF:10273,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Newton Place,2/6/2022 5:14,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-May,Probation,BN1,19/05/2022 05:14:00,South,Residential Assistant,19/05/2022 14:46:59,GEMF:10274,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Prime House,2/6/2022 9:17,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-May,Probation,CB1,19/05/2022 09:17:00,East,Residential Assistant,1/6/2022 9:10,GEMF:10276,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Bent Pyramid,2/6/2022 12:16,Closed,United Kingdom,North Yorkshire,Work order completed with documents/costs,22-May,DLUHC,BD23,19/05/2022 12:16:00,West,Lock up/open up,1/6/2022 8:11,GEMF:10277,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,2/6/2022 12:57,Opened,United Kingdom,Isle of Wight,Call to supplier received,22-May,Probation,PO30,19/05/2022 12:57:00,South,General Waste,,GEMF:10278,CALLMADESUP,SERVICE FAILURE,451,480.315,451,451
New Cut House,2/6/2022 14:02,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-May,Probation,CR3,19/05/2022 14:02:00,South,Residential Assistant,21/07/2022 10:42:16,GEMF:10279,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Newton Place,3/6/2022 7:15,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-May,Probation,BN1,20/05/2022 07:15:00,South,Residential Assistant,1/6/2022 8:12,GEMF:10280,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Newton Place,3/6/2022 7:16,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-May,Probation,BN1,20/05/2022 07:16:00,South,Residential Assistant,1/6/2022 8:13,GEMF:10281,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Oxford Street Palace,3/6/2022 9:42,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-May,Probation,BR1,20/05/2022 09:42:00,Central,General Waste,27/07/2022 09:22:47,GEMF:10282,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Famouse House,3/6/2022 11:52,Closed,United Kingdom,North Yorkshire,Work order completed with documents/costs,22-May,Probation,BD23,20/05/2022 11:52:00,West,Residential Assistant,6/1/2023 13:07,GEMF:10283,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,3/6/2022 20:38,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-May,Probation,PO30,20/05/2022 20:38:00,South,Residential Assistant,1/6/2022 8:14,GEMF:10284,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Prime House,3/6/2022 23:59,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-May,Probation,CB1,21/05/2022 03:58:00,East,Residential Assistant,1/6/2022 8:10,GEMF:10285,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Terminator House,3/6/2022 23:59,Opened,United Kingdom,Surrey,Work order reassigned to supplier,22-May,Probation,CR3,21/05/2022 11:08:00,South,Residential Assistant,,GEMF:10287,REASSIGNED,SERVICE FAILURE,451,480.315,451,451
London House,3/6/2022 23:59,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-May,Probation,PO30,22/05/2022 04:40:00,South,Residential Assistant,1/6/2022 8:08,GEMF:10288,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Terminator House,3/6/2022 23:59,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-May,Probation,CR3,22/05/2022 18:02:00,South,Residential Assistant,9/6/2022 10:24,GEMF:10289,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,6/6/2022 1:12,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-May,Probation,PO30,23/05/2022 01:12:00,South,Residential Assistant,1/6/2022 8:04,GEMF:10290,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,6/6/2022 8:56,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,23/05/2022 08:56:00,West,Residential Assistant,6/6/2022 9:05,GEMF:10291,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,6/6/2022 10:39,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,23/05/2022 10:39:00,West,Residential Assistant,1/6/2022 8:03,GEMF:10292,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Temple of Garni,6/6/2022 10:41,Closed,United Kingdom,Dorset,Work order completed with documents/costs,22-May,Probation,BH16,23/05/2022 10:41:00,West,Residential Assistant,1/6/2022 7:53,GEMF:10293,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Dun Carloway,6/6/2022 10:42,Closed,United Kingdom,Devon,Work order completed with documents/costs,22-May,Probation,DT7,23/05/2022 10:42:00,West,Residential Assistant,1/6/2022 7:53,GEMF:10294,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,6/6/2022 10:46,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,23/05/2022 10:46:00,West,Residential Assistant,1/6/2022 7:53,GEMF:10295,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Red Pyramid,6/6/2022 11:23,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-May,Border Force,GL1,23/05/2022 11:23:00,West,Clinical Waste,1/6/2022 8:07,GEMF:1077,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,6/6/2022 16:01,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-May,Probation,BA3,23/05/2022 16:01:00,West,Residential Assistant,1/6/2022 7:54,GEMF:10296,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,6/6/2022 20:36,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-May,Probation,CR3,23/05/2022 20:36:00,South,Clinical Waste,1/6/2022 7:54,GEMF:10297,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,6/6/2022 22:56,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-May,Probation,PO30,23/05/2022 22:56:00,South,Residential Assistant,1/6/2022 7:54,GEMF:10298,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,7/6/2022 8:07,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-May,Probation,CR3,24/05/2022 08:07:00,South,Residential Assistant,6/6/2022 9:04,GEMF:10299,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Famouse House,7/6/2022 9:05,Closed,United Kingdom,North Yorkshire,Work order completed with documents/costs,22-May,Probation,BD23,24/05/2022 09:05:00,West,Residential Assistant,6/6/2022 9:03,GEMF:10300,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Crantit cairn,8/6/2022 6:28,Closed,United Kingdom,Derbyshire,Work order completed with documents/costs,22-May,DLUHC,DE4,25/05/2022 06:28:00,West,General Waste,26/05/2022 17:03:54,GEMF:10301,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,8/6/2022 8:43,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-May,Probation,CR3,25/05/2022 08:43:00,South,Residential Assistant,7/6/2022 7:36,GEMF:10302,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Oxford Street Palace,8/6/2022 17:08,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-May,Probation,BR1,25/05/2022 17:08:00,Central,Residential Assistant,27/07/2022 09:22:46,GEMF:10304,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Labbacallee,9/6/2022 9:37,Closed,United Kingdom,Hertfordshire,Work order completed with documents/costs,22-May,Home Office,AL1,26/05/2022 09:37:00,East,Residential Assistant,8/6/2022 11:59,GEMF:1078,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Red Pyramid,9/6/2022 11:51,Opened,United Kingdom,Gloucestershire,Work is in progress,22-May,Border Force,GL1,26/05/2022 11:51:00,West,Clinical Waste,,GEMF:1079,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
London House,9/6/2022 15:28,Opened,United Kingdom,Isle of Wight,Assigned to supplier,22-May,Probation,PO30,26/05/2022 15:28:00,South,General Waste,,GEMF:10305,ASSIGNED,SERVICE FAILURE,451,480.315,451,451
Pyramid of Teti,10/6/2022 18:20,Closed,United Kingdom,Glasgow,Work order completed with documents/costs,22-May,Home Office,DH1,27/05/2022 18:20:00,North,Clinical Waste,8/6/2022 12:00,GEMF:1080,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,10/6/2022 20:22,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,27/05/2022 20:22:00,West,Residential Assistant,10/6/2022 9:50,GEMF:10306,WRKCOM,SERVICE FAILURE,451,480.315,451,451
The King's Grave,10/6/2022 21:06,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-May,Probation,CR3,27/05/2022 21:06:00,South,Clinical Waste,30/05/2022 08:07:49,GEMF:10307,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Fresh World House,10/6/2022 23:59,Closed,United Kingdom,Hampshire,Work order completed with documents/costs,22-May,Probation,BH23,28/05/2022 19:14:00,South,Residential Assistant,30/05/2022 10:35:21,GEMF:10311,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,10/6/2022 23:59,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-May,Probation,BA3,28/05/2022 23:44:00,West,Residential Assistant,30/05/2022 10:33:35,GEMF:10312,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,10/6/2022 23:59,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-May,Probation,PO30,29/05/2022 04:30:00,South,Residential Assistant,30/05/2022 10:32:40,GEMF:10313,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Oxford Street Palace,10/6/2022 23:59,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-May,Probation,BR1,29/05/2022 09:21:00,Central,Residential Assistant,30/05/2022 10:37:17,GEMF:10314,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Manhattan Building,10/6/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,29/05/2022 09:32:00,West,Residential Assistant,30/05/2022 10:54:43,GEMF:10315,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,10/6/2022 23:59,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-May,Probation,CR3,29/05/2022 12:29:00,South,Residential Assistant,10/6/2022 9:50,GEMF:10316,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,10/6/2022 23:59,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-May,Probation,CR3,29/05/2022 12:32:00,South,Residential Assistant,10/6/2022 9:54,GEMF:10317,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,10/6/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,29/05/2022 15:08:00,West,Residential Assistant,9/6/2022 10:26,GEMF:10318,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,10/6/2022 23:59,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-May,Probation,BA3,29/05/2022 21:12:00,West,Residential Assistant,30/05/2022 10:34:27,GEMF:10319,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Pyramid of Userkaf,13/06/2022 08:01:00,Closed,United Kingdom,Glasgow,Work order completed with documents/costs,22-May,Border Force,DH1,30/05/2022 08:01:00,North,Clinical Waste,4/7/2022 8:04,GEMF:1082,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Oxford Street Palace,13/06/2022 08:06:00,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-May,Probation,BR1,30/05/2022 08:06:00,Central,Residential Assistant,30/05/2022 10:30:04,GEMF:10320,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,13/06/2022 08:23:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-May,Probation,CR3,30/05/2022 08:23:00,South,Residential Assistant,30/05/2022 10:31:14,GEMF:10321,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Newton Place,13/06/2022 09:50:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-May,Probation,BN1,30/05/2022 09:50:00,South,Residential Assistant,30/05/2022 11:30:02,GEMF:10322,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Egypt Place,13/06/2022 10:11:00,Closed,United Kingdom,Devon,Work order completed with documents/costs,22-May,Home Office,DT7,30/05/2022 10:11:00,West,General Waste,10/6/2022 8:14,GEMF:1083,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,13/06/2022 11:36:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-May,Probation,CR3,30/05/2022 11:36:00,South,Residential Assistant,10/6/2022 9:55,GEMF:10323,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,13/06/2022 11:43:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-May,Probation,CW3,30/05/2022 11:43:00,West,Residential Assistant,30/05/2022 12:31:04,GEMF:10324,WRKCOM,SERVICE FAILURE,451,480.315,451,451
